entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot,atr,pnl,exit_reason,max_favorable,max_adverse
2026-01-22 08:20:00+00:00,2026-01-22 08:32:00+00:00,BUY,4828.054999999999,4823.593589522652,4823.593589522652,4836.977820954695,0.1,4.4614104773477035,-44.61410477347272,SL,2.535000000000764,5.411999999999352
2026-01-22 08:45:00+00:00,2026-01-22 09:11:00+00:00,BUY,4828.066,4836.345567919318,4831.279216040341,4836.345567919318,0.1,4.13978395965873,82.79567919317743,TP,8.337000000000444,2.251999999999498
2026-01-23 07:02:00+00:00,2026-01-23 07:24:00+00:00,BUY,4954.8949999999995,4955.197846035596,4955.197846035596,4963.703307928808,0.1,4.404153964403849,3.028460355963034,SL,4.707000000000335,2.9689999999991414
2026-01-23 07:34:00+00:00,2026-01-23 07:41:00+00:00,BUY,4956.474999999999,4951.977044548322,4951.977044548322,4965.470910903356,0.1,4.4979554516778775,-44.97955451677627,SL,0.4790000000002692,5.033999999999651
2026-01-23 09:46:00+00:00,2026-01-23 10:16:00+00:00,SELL,4915.995000000001,4923.782111614911,4923.782111614911,4900.42077677018,0.1,7.787111614910255,-77.87111614909918,SL,1.636000000000422,8.068999999999505
2026-01-26 07:03:00+00:00,2026-01-26 08:51:00+00:00,BUY,5081.156999999999,5087.426362313687,5087.426362313687,5102.872275372625,0.05,10.857637686312943,31.34681156843726,SL,17.127000000000407,1.0779999999995198
2026-01-26 09:14:00+00:00,2026-01-26 09:39:00+00:00,BUY,5091.351,5093.393090959122,5093.393090959122,5101.878818081757,0.05,5.263909040878668,10.21045479561053,SL,7.306000000000495,3.25
2026-01-26 12:01:00+00:00,2026-01-26 12:18:00+00:00,BUY,5092.267,5087.828494632033,5087.828494632033,5101.144010735934,0.05,4.4385053679670206,-22.19252683983541,SL,1.686000000000604,4.873999999999796
2026-01-27 07:03:00+00:00,2026-01-27 07:10:00+00:00,BUY,5086.181,5088.609060387683,5088.609060387683,5098.040879224634,0.1,5.9299396123172645,24.280603876832174,SL,8.358000000000175,1.2489999999997963
2026-01-27 07:22:00+00:00,2026-01-27 07:25:00+00:00,BUY,5090.130999999999,5083.659358256446,5083.659358256446,5103.074283487106,0.1,6.471641743553431,-64.71641743553846,SL,0.10100000000056752,7.45299999999952
2026-01-27 07:53:00+00:00,2026-01-27 08:00:00+00:00,BUY,5092.79,5086.001812908023,5086.001812908023,5106.3663741839555,0.1,6.788187091977724,-67.88187091977306,SL,0.11300000000028376,8.445999999999913
